98801 988 0 1 1
99201 992 1 1 0
99202 992 0 0 0
99203 992 0 0 0
99501 995 0 0 1
99502 995 0 1 1
99801 998 1 1 1
99802 998 0 0 0
99803 998 0 0 0
99804 998 -3 0 0
99805 998 0 0 7
99901 999 1 1 1
99902 999 1 2 2
100501 1005 1 0 0
100502 1005 1 0 0
100503 1005 0 0 0
100504 1005 0 0 0
100505 1005 0 0 0
100801 1008 0 0 0
100901 1009 0 1 1
101501 1015 0 0 1
101502 1015 0 1 1
101503 1015 0 2 -3
101504 1015 0 0 0
101601 1016 2 7 7
101701 1017 0 0 1
101702 1017 0 0 1
101801 1018 1 1 -3
101802 1018 0 0 0
101901 1019 0 0 0
101902 1019 -3 -3 -3
101903 1019 0 0 0
102401 1024 1 1 1
102501 1025 4 4 4
102502 1025 1 0 0
102503 1025 0 0 0
102504 1025 0 0 0
102505 1025 0 0 0
103001 1030 0 0 0
103002 1030 0 0 0
103003 1030 0 0 0
103004 1030 0 0 0
103301 1033 2 0 0
103302 1033 0 0 0
103303 1033 0 0 0
103304 1033 0 0 0
103401 1034 0 0 0
103402 1034 0 0 0
103403 1034 0 0 0
103501 1035 1 1 1
103502 1035 1 1 0
103601 1036 0 1 1
103801 1038 1 1 1
103802 1038 1 1 1
103901 1039 1 1 1
104001 1040 0 1 0
104801 1048 0 0 0
104802 1048 0 0 0
104901 1049 1 -3 1
104902 1049 1 1 1
104903 1049 1 1 1
105001 1050 0 0 0
105601 1056 0 1 1
105602 1056 0 0 1
105603 1056 0 0 1
105701 1057 0 1 1
105702 1057 0 1 1
105703 1057 0 1 1
105704 1057 0 1 1
106301 1063 1 1 1
106302 1063 0 1 1
106501 1065 1 1 1
106502 1065 0 0 0
106503 1065 0 0 -3
106901 1069 0 1 1
106902 1069 0 0 0
107001 1070 0 0 1
107002 1070 0 0 0
107003 1070 0 0 0
107101 1071 1 1 1
107102 1071 0 0 0
107103 1071 0 0 0
107401 1074 1 1 1
107601 1076 1 1 1
107701 1077 0 0 1
107702 1077 0 1 1
107703 1077 0 1 0
107901 1079 0 0 1
108001 1080 0 0 0
108002 1080 -3 0 0
108003 1080 0 0 1
108201 1082 1 1 -3
108202 1082 1 1 1
108301 1083 1 0 0
108302 1083 1 1 1
108601 1086 0 0 1
108701 1087 0 0 1
108702 1087 1 1 0
108703 1087 0 0 0
108704 1087 0 0 0
108705 1087 0 0 0
108801 1088 0 0 0
108802 1088 0 0 0
108803 1088 0 0 0
108804 1088 0 0 -3
108805 1088 0 0 0
108806 1088 0 0 0
109001 1090 0 0 1
109002 1090 1 1 0
109003 1090 0 1 1
109301 1093 1 1 1
109302 1093 1 -3 1
109303 1093 1 1 1
110101 1101 0 1 0
110102 1101 0 0 0
110301 1103 0 1 1
110401 1104 1 1 1
110801 1108 0 0 0
110802 1108 0 0 0
111001 1110 0 0 0
111101 1111 1 1 1
111102 1111 1 1 1
111201 1112 0 1 1
111202 1112 1 1 0
111601 1116 0 1 0
111602 1116 0 1 0
111701 1117 4 4 4
111702 1117 0 1 1
111703 1117 0 1 1
111801 1118 1 1 1
112101 1121 -3 -3 -3
112102 1121 1 2 0
112301 1123 0 1 1
112302 1123 0 1 1
112303 1123 0 1 1
112304 1123 0 0 0
112305 1123 0 2 1
112601 1126 4 4 4
112602 1126 0 1 0
112603 1126 7 7 7
112801 1128 0 0 1
113001 1130 0 0 0
113002 1130 0 -3 0
113101 1131 1 1 1
113201 1132 1 1 1
113202 1132 1 1 1
113301 1133 0 1 1
113302 1133 0 0 0
113303 1133 0 7 7
113501 1135 1 1 1
113502 1135 1 -3 -3
113601 1136 1 -3 1
113602 1136 1 1 1
114101 1141 0 1 1
114102 1141 1 1 1
114701 1147 0 -3 1
114702 1147 0 -3 -3
115201 1152 0 0 0
115202 1152 -3 -3 -3
115203 1152 -3 -3 0
115501 1155 0 1 1
115701 1157 0 0 1
115702 1157 -3 0 0
115801 1158 1 1 1
115802 1158 1 1 1
115901 1159 1 1 1
115902 1159 0 1 1
116001 1160 1 1 1
116002 1160 1 1 1
116003 1160 4 4 4
116004 1160 -3 0 1
116005 1160 1 0 0
116006 1160 0 0 0
116101 1161 0 0 0
116102 1161 0 0 0
116201 1162 7 7 7
116301 1163 0 0 0
116302 1163 0 0 1
116401 1164 0 0 0
116402 1164 0 0 0
116501 1165 0 0 0
116502 1165 0 0 0
116503 1165 0 0 0
116601 1166 1 1 1
116602 1166 1 1 1
116701 1167 0 0 0
116702 1167 0 0 7
116801 1168 0 0 0
117001 1170 0 0 0
117002 1170 0 0 0
117003 1170 0 0 0
117004 1170 0 0 0
117201 1172 1 1 0
117202 1172 1 0 0
117203 1172 0 0 0
117701 1177 1 1 1
117702 1177 1 1 1
117901 1179 1 1 1
117902 1179 1 1 1
118101 1181 1 1 1
118102 1181 1 1 1
118103 1181 1 1 1
118401 1184 0 0 0
118402 1184 0 0 0
118403 1184 1 1 1
118701 1187 1 1 1
118702 1187 1 1 1
118703 1187 1 1 1
118901 1189 2 1 1
118902 1189 1 1 1
119101 1191 1 1 1
119501 1195 0 0 0
119502 1195 0 1 1
119901 1199 0 1 1
119902 1199 1 1 1
120001 1200 1 1 0
120002 1200 0 1 1
120201 1202 1 1 1
120202 1202 1 1 1
120301 1203 1 1 1
120302 1203 1 1 1
120701 1207 0 0 0
120702 1207 1 1 1
120901 1209 0 0 0
120902 1209 1 1 1
120903 1209 1 1 1
121001 1210 0 0 0
121002 1210 0 0 0
121003 1210 0 1 1
121004 1210 1 1 1
121005 1210 1 1 1
121006 1210 1 1 1
121201 1212 1 0 1
121202 1212 1 1 1
121301 1213 0 1 1
121302 1213 0 1 0
121401 1214 0 0 1
121402 1214 1 1 1
121403 1214 2 2 7
121404 1214 7 7 7
121601 1216 1 1 1
121602 1216 4 4 4
121603 1216 1 1 1
121604 1216 1 1 1
122001 1220 1 1 1
122002 1220 1 1 1
122003 1220 1 1 1
122101 1221 1 1 1
122102 1221 1 1 1
122103 1221 1 1 1
122301 1223 0 0 -3
122302 1223 8 8 8
122401 1224 1 1 1
122402 1224 1 1 1
122403 1224 1 1 1
122501 1225 0 0 0
